shop,url,image,calendar
ジュリエット,https://www.cityheaven.net/gifu/A2101/A210101/juliet/girlid-51097662/?lo=1,https://img.cityheaven.net/img/girls/t/juliet/grpb0051097662_0000000000pc.jpg?cache02=1763215124,"{'11/16(日)': '-', '11/17(月)': '-', '11/18(火)': '-', '11/19(水)': '-', '11/20(木)': '-', '11/21(金)': '10:00 - 14:30', '11/22(土)': '10:00 - 21:30', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '10:00 - 19:00', '11/27(木)': '10:00 - 19:00', '11/28(金)': '10:00 - 19:00', '11/29(土)': '10:00 - 21:30', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
シルクロード,https://www.cityheaven.net/gifu/A2101/A210101/silkroad/girlid-35780066/?lo=1,https://img.cityheaven.net/img/girls/t/silkroad/grpb0035780066_0000000000pc.jpg?cache02=1763260529,"{'11/16(日)': '10:00 - 23:59', '11/17(月)': '10:00 - 23:30', '11/18(火)': '次回11/22出勤！', '11/19(水)': '次回11/22出勤！', '11/20(木)': '次回11/22出勤！', '11/21(金)': '明日出勤！', '11/22(土)': '10:00 - 23:30', '11/23(日)': '10:00 - 23:30', '11/24(月)': '10:00 - 23:30', '11/25(火)': '10:00 - 23:30', '11/26(水)': '次回11/29出勤！', '11/27(木)': '次回11/29出勤！', '11/28(金)': '明日出勤！', '11/29(土)': '10:00 - 23:30', '11/30(日)': '10:00 - 23:30', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
シャトールーブル,https://www.cityheaven.net/gifu/A2101/A210101/rubul/girlid-41706468/?lo=1,https://img.cityheaven.net/img/girls/t/rubul/grpb0041706468_0000000000pc.jpg?cache02=1762903367,"{'11/16(日)': '-', '11/17(月)': '-', '11/18(火)': '9:00 - 18:00', '11/19(水)': '-', '11/20(木)': '-', '11/21(金)': '-', '11/22(土)': '9:00 - 18:00', '11/23(日)': '9:00 - 18:00', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
シャトールーブル,https://www.cityheaven.net/gifu/A2101/A210101/rubul/girlid-54451741/?lo=1,https://img.cityheaven.net/img/girls/t/rubul/grpb0054451741_0000000000pc.jpg?cache02=1746008440,"{'11/16(日)': '-', '11/17(月)': '-', '11/18(火)': '-', '11/19(水)': '9:00 - 18:00', '11/20(木)': '9:00 - 18:00', '11/21(金)': '-', '11/22(土)': '9:00 - 16:00', '11/23(日)': '-', '11/24(月)': '9:00 - 16:00', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
シャトールーブル,https://www.cityheaven.net/gifu/A2101/A210101/rubul/girlid-39989987/?lo=1,https://img.cityheaven.net/img/girls/t/rubul/grpb0039989987_0000000000pc.jpg?cache02=1746008282,"{'11/16(日)': '9:00 - 21:00', '11/17(月)': '-', '11/18(火)': '-', '11/19(水)': '9:00 - 21:00', '11/20(木)': '9:00 - 21:00', '11/21(金)': '9:00 - 21:00', '11/22(土)': '9:00 - 21:00', '11/23(日)': '9:00 - 21:00', '11/24(月)': '9:00 - 21:00', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
シャトールーブル,https://www.cityheaven.net/gifu/A2101/A210101/rubul/girlid-59189602/?lo=1,https://img.cityheaven.net/img/girls/t/rubul/grpb0059189602_0000000000pc.jpg?cache02=1750204302,"{'11/16(日)': '9:00 - 18:00', '11/17(月)': '-', '11/18(火)': '9:00 - 19:00', '11/19(水)': '9:00 - 19:00', '11/20(木)': '-', '11/21(金)': '9:00 - 21:00', '11/22(土)': '9:00 - 21:00', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
CANDY,https://www.cityheaven.net/gifu/A2101/A210101/candy/girlid-41423458/?lo=1,https://img.cityheaven.net/img/girls/t/candy/grpb0041423458_0000000000pc.jpg?cache02=1762592584,"{'11/16(日)': '-', '11/17(月)': '-', '11/18(火)': '-', '11/19(水)': '-', '11/20(木)': '-', '11/21(金)': '-', '11/22(土)': '-', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '12:00 - 23:59', '12/9(火)': '9:00 - 23:59', '12/10(水)': '9:00 - 23:59', '12/11(木)': '9:00 - 23:59', '12/12(金)': '9:00 - 23:59', '12/13(土)': '9:00 - 23:59', '12/14(日)': '9:00 - 23:59', '12/15(月)': '9:00 - 23:59'}"
コスプレアカデミー,https://www.cityheaven.net/gifu/A2101/A210101/cosplayacademy/girlid-50833887/?lo=1,https://img.cityheaven.net/img/girls/t/cosplayacademy/grpb0050833887_0000000000pc.jpg?cache02=1759357638,"{'11/16(日)': '-', '11/17(月)': '-', '11/18(火)': '-', '11/19(水)': '-', '11/20(木)': '-', '11/21(金)': '-', '11/22(土)': '-', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
KA-NAAAZ 岐阜本店,https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-48942563/?lo=1,https://img.cityheaven.net/img/girls/t/yakata/grpb0048942563_0000000000pc.jpg?cache02=1759369325,"{'11/16(日)': '10:30 - 23:00', '11/17(月)': '-', '11/18(火)': '-', '11/19(水)': '10:30 - 23:00', '11/20(木)': '10:30 - 23:00', '11/21(金)': '10:30 - 23:00', '11/22(土)': '10:30 - 23:00', '11/23(日)': '10:30 - 23:00', '11/24(月)': '10:30 - 23:00', '11/25(火)': '-', '11/26(水)': '10:30 - 23:00', '11/27(木)': '10:30 - 23:00', '11/28(金)': '10:30 - 23:00', '11/29(土)': '10:30 - 23:00', '11/30(日)': '10:30 - 22:00', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
KA-NAAAZ 岐阜本店,https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-47401818/?lo=1,https://img.cityheaven.net/img/girls/t/yakata/grpb0047401818_0000000000pc.jpg?cache02=1762082429,"{'11/16(日)': '10:30 - 21:00', '11/17(月)': '-', '11/18(火)': '10:30 - 19:00', '11/19(水)': '-', '11/20(木)': '10:30 - 19:00', '11/21(金)': '-', '11/22(土)': '10:30 - 21:00', '11/23(日)': '10:30 - 21:00', '11/24(月)': '10:30 - 21:00', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '10:30 - 19:00', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '10:30 - 21:00', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
イビサ&パートナー,https://www.cityheaven.net/gifu/A2101/A210101/n-partner/girlid-41805133/?lo=1,https://img.cityheaven.net/img/girls/t/n-partner/grpb0041805133_0000000000pc.jpg?cache02=1741512668,"{'11/16(日)': '-', '11/17(月)': '-', '11/18(火)': '-', '11/19(水)': '-', '11/20(木)': '-', '11/21(金)': '-', '11/22(土)': '-', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
aQua,https://www.cityheaven.net/gifu/A2101/A210101/aqua/girlid-55800634/?lo=1,https://img.cityheaven.net/img/girls/t/aqua/grpb0055800634_0000000000pc.jpeg?cache02=1760007856,"{'11/16(日)': '-', '11/17(月)': '-', '11/18(火)': '-', '11/19(水)': '-', '11/20(木)': '-', '11/21(金)': '-', '11/22(土)': '-', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
aQua,https://www.cityheaven.net/gifu/A2101/A210101/aqua/girlid-59023491/?lo=1,https://img.cityheaven.net/img/girls/t/aqua/grpb0059023491_0000000000pc.jpeg?cache02=1762130836,"{'11/16(日)': '9:00 - 23:59', '11/17(月)': '9:00 - 18:00', '11/18(火)': '-', '11/19(水)': '-', '11/20(木)': '-', '11/21(金)': '-', '11/22(土)': '-', '11/23(日)': '14:00 - 23:59', '11/24(月)': '9:00 - 23:59', '11/25(火)': '9:00 - 23:59', '11/26(水)': '9:00 - 23:59', '11/27(木)': '9:00 - 23:59', '11/28(金)': '9:00 - 23:59', '11/29(土)': '9:00 - 23:59', '11/30(日)': '9:00 - 17:00', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '12:00 - 23:59', '12/7(日)': '9:00 - 23:59', '12/8(月)': '9:00 - 23:59', '12/9(火)': '9:00 - 23:59', '12/10(水)': '9:00 - 23:59', '12/11(木)': '9:00 - 23:59', '12/12(金)': '9:00 - 23:59', '12/13(土)': '9:00 - 23:59', '12/14(日)': '9:00 - 20:00', '12/15(月)': '-'}"
MGM COLLECTION,https://www.cityheaven.net/gifu/A2101/A210101/mgm_collection/girlid-46530956/?lo=1,https://img.cityheaven.net/img/girls/t/mgm_collection/grpb0046530956_0000000000pc.jpg?cache02=1763238322,"{'11/16(日)': '11:00 - 20:00', '11/17(月)': '休み', '11/18(火)': '11:00 - 20:00', '11/19(水)': '11:00 - 20:00', '11/20(木)': '店休日', '11/21(金)': '休み', '11/22(土)': '11:00 - 20:00', '11/23(日)': '11:00 - 20:00', '11/24(月)': '11:00 - 20:00', '11/25(火)': '休み', '11/26(水)': '11:00 - 20:00', '11/27(木)': '店休日', '11/28(金)': '11:00 - 20:00', '11/29(土)': '11:00 - 20:00', '11/30(日)': '休み', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
GG,https://www.cityheaven.net/gifu/A2101/A210101/gold_garden/girlid-39351432/?lo=1,https://img.cityheaven.net/img/girls/t/gold_garden/grpb0039351432_0000000000pc.jpg?cache02=1763247661,"{'11/16(日)': '10:00 - 22:00', '11/17(月)': '-', '11/18(火)': '-', '11/19(水)': '-', '11/20(木)': '-', '11/21(金)': '10:00 - 22:00', '11/22(土)': '10:00 - 22:00', '11/23(日)': '10:00 - 22:00', '11/24(月)': '10:00 - 22:00', '11/25(火)': '10:00 - 22:00', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '10:00 - 22:00', '11/29(土)': '10:00 - 22:00', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
CANDY,https://www.cityheaven.net/gifu/A2101/A210101/candy/girlid-42166606/?lo=1,https://img.cityheaven.net/img/girls/t/candy/grpb0042166606_0000000000pc.jpg?cache02=1758548160,"{'11/16(日)': '-', '11/17(月)': '-', '11/18(火)': '-', '11/19(水)': '-', '11/20(木)': '-', '11/21(金)': '-', '11/22(土)': '-', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
C´est裸美,https://www.cityheaven.net/gifu/A2101/A210101/selavi/girlid-40362133/?lo=1,https://img.cityheaven.net/img/girls/t/selavi/grpb0040362133_0000000000pc.jpeg?cache02=1760099937,"{'11/16(日)': '9:00 - 22:00', '11/17(月)': '10:30 - 22:00', '11/18(火)': '明日出勤です♪', '11/19(水)': '10:30 - 22:00', '11/20(木)': '10:30 - 22:00', '11/21(金)': '10:30 - 22:00', '11/22(土)': '10:30 - 22:00', '11/23(日)': '10:30 - 22:00', '11/24(月)': '10:30 - 22:00', '11/25(火)': '明後日出勤です♪', '11/26(水)': '明日出勤です♪', '11/27(木)': '10:30 - 22:00', '11/28(金)': '10:30 - 22:00', '11/29(土)': '10:30 - 22:00', '11/30(日)': '10:30 - 22:00', '12/1(月)': '10:30 - 22:00', '12/2(火)': '明日出勤です♪', '12/3(水)': '10:30 - 22:00', '12/4(木)': '10:30 - 22:00', '12/5(金)': '10:30 - 22:00', '12/6(土)': '10:30 - 22:00', '12/7(日)': '10:30 - 22:00', '12/8(月)': '12/11 (木)出勤です♪', '12/9(火)': '明後日出勤です♪', '12/10(水)': '明日出勤です♪', '12/11(木)': '10:30 - 22:00', '12/12(金)': '10:30 - 22:00', '12/13(土)': '10:30 - 22:00', '12/14(日)': '10:30 - 22:00', '12/15(月)': '10:30 - 22:00'}"
ヘルスクラブ　長者町　巴里,https://www.cityheaven.net/aichi/A2301/A230103/c_pari/girlid-41286094/?lo=1,https://img.cityheaven.net/img/girls/t/c_pari/grpb0041286094_0000000000pc.jpg?cache02=1761995969,"{'11/16(日)': '12:00 - 23:59', '11/17(月)': '休み', '11/18(火)': '休み', '11/19(水)': '12:00 - 23:59', '11/20(木)': '休み', '11/21(金)': '12:00 - 23:59', '11/22(土)': '12:00 - 23:59', '11/23(日)': '12:00 - 23:59', '11/24(月)': '休み', '11/25(火)': '12:00 - 23:59', '11/26(水)': '休み', '11/27(木)': '休み', '11/28(金)': '休み', '11/29(土)': '12:00 - 23:59', '11/30(日)': '12:00 - 23:59', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
ラブボート東新町,https://www.cityheaven.net/aichi/A2301/A230104/loveboat-t/girlid-40758592/?lo=1,https://img.cityheaven.net/img/girls/t/loveboat-t/grpb0040758592_0000000000pc.jpg?cache02=1747758881,"{'11/16(日)': '次回11/22(土)出勤', '11/17(月)': '次回11/22(土)出勤', '11/18(火)': '次回11/22(土)出勤', '11/19(水)': '次回11/22(土)出勤', '11/20(木)': '次回11/22(土)出勤', '11/21(金)': '前日予約受付中', '11/22(土)': '13:00 - 20:00', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
ドルチェビィタ恵里亜,https://www.cityheaven.net/gifu/A2101/A210101/area/girlid-52668212/?lo=1,https://img.cityheaven.net/img/girls/t/area/grpb0052668212_0000000000pc.jpg?cache02=1747182983,"{'11/16(日)': '次回11/18出勤', '11/17(月)': '明日出勤', '11/18(火)': '10:00 - 23:30', '11/19(水)': '次回11/24出勤', '11/20(木)': '次回11/24出勤', '11/21(金)': '次回11/24出勤', '11/22(土)': '次回11/24出勤', '11/23(日)': '明日出勤', '11/24(月)': '10:00 - 23:30', '11/25(火)': '10:00 - 23:30', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
レジーナ,https://www.cityheaven.net/gifu/A2101/A210101/s-romane/girlid-46278440/?lo=1,https://img.cityheaven.net/img/girls/t/s-romane/grpb0046278440_0000000000pc.jpg?cache02=1763205444,"{'11/16(日)': '11:00 - 20:30', '11/17(月)': '11:00 - 20:30', '11/18(火)': '-', '11/19(水)': '11:00 - 20:30', '11/20(木)': '11:00 - 20:30', '11/21(金)': '-', '11/22(土)': '-', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
愛ＡＮＧＥＬ,https://www.cityheaven.net/aichi/A2301/A230103/ai-angel-s/girlid-47388111/?lo=1,https://img.cityheaven.net/img/girls/t/ai-angel-s/grpb0047388111_0000000000pc.jpg?cache02=1763236532,"{'11/16(日)': '19:00 - 3:30', '11/17(月)': '🎅ご新規様割引✚🎁Fポイント会員登録で更にお得', '11/18(火)': '🎅ご新規様割引✚🎁Fポイント会員登録で更にお得', '11/19(水)': '19:00 - 2:00', '11/20(木)': '19:00 - 2:00', '11/21(金)': '19:00 - 3:30', '11/22(土)': '19:00 - 3:30', '11/23(日)': '19:00 - 3:30', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '19:00 - 2:00', '11/27(木)': '19:00 - 3:30', '11/28(金)': '19:00 - 3:30', '11/29(土)': '19:00 - 3:30', '11/30(日)': '19:00 - 3:30', '12/1(月)': '-', '12/2(火)': '休み', '12/3(水)': '19:00 - 2:00', '12/4(木)': '19:00 - 3:30', '12/5(金)': '19:00 - 3:30', '12/6(土)': '19:00 - 3:30', '12/7(日)': '19:00 - 3:30', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
Secret Service本店,https://www.cityheaven.net/aichi/A2305/A230504/secret_service/girlid-36985163/?lo=1,https://img.cityheaven.net/img/girls/t/secret_service/grpb0036985163_0000000000pc.jpg?cache02=1763222201,"{'11/16(日)': '10:00 - 18:00', '11/17(月)': '10:00 - 18:00', '11/18(火)': '11/20㈭10時出勤！予約受付中☆', '11/19(水)': '明日10時出勤！予約受付中☆', '11/20(木)': '10:00 - 18:00', '11/21(金)': '11/25㈫10時出勤！予約受付中☆', '11/22(土)': '11/25㈫10時出勤！予約受付中☆', '11/23(日)': '11/25㈫10時出勤！予約受付中☆', '11/24(月)': '明日10時出勤！予約受付中☆', '11/25(火)': '10:00 - 13:00', '11/26(水)': '☆出勤確認中☆', '11/27(木)': '☆出勤確認中☆', '11/28(金)': '☆出勤確認中☆', '11/29(土)': '☆出勤確認中☆', '11/30(日)': '☆出勤確認中☆', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
ニュー令女,https://www.cityheaven.net/aichi/A2301/A230101/newreijo/girlid-50554655/?lo=1,https://img.cityheaven.net/img/girls/t/newreijo/grpb0050554655_0000000000pc.jpg?cache02=1726741461,"{'11/16(日)': '18:00 - 23:59', '11/17(月)': '明日出勤♪', '11/18(火)': '17:00 - 23:59', '11/19(水)': '17:00 - 23:59', '11/20(木)': '明日出勤♪', '11/21(金)': '17:00 - 23:59', '11/22(土)': '18:00 - 23:59', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
グランドオペラ名古屋,https://www.cityheaven.net/aichi/A2301/A230104/g-opera/girlid-11319463/?lo=1,https://img.cityheaven.net/img/girls/t/g-opera/grpb0011319463_0000000000pc.jpg?cache02=1762940972,"{'11/16(日)': '12:00 - 0:00', '11/17(月)': '休み', '11/18(火)': '休み', '11/19(水)': '休み', '11/20(木)': '休み', '11/21(金)': '休み', '11/22(土)': '休み', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
愛らぶ名古屋本店,https://www.cityheaven.net/aichi/A2301/A230103/airabugakuen/girlid-42044650/?lo=1,https://img.cityheaven.net/img/girls/t/airabugakuen/grpb0042044650_0000000000pc.jpg?cache02=1763118662,"{'11/16(日)': '17:00 - 0:00', '11/17(月)': '休み', '11/18(火)': '18:00 - 0:00', '11/19(水)': '18:00 - 0:00', '11/20(木)': '18:00 - 0:00', '11/21(金)': '18:00 - 0:00', '11/22(土)': '休み', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
AVANCE,https://www.cityheaven.net/aichi/A2301/A230103/avance/girlid-40261185/?lo=1,https://img.cityheaven.net/img/girls/t/avance/grpb0040261185_0000000000pc.jpg?cache02=1762776146,"{'11/16(日)': '17:00 - 2:00', '11/17(月)': '-', '11/18(火)': '-', '11/19(水)': '-', '11/20(木)': '-', '11/21(金)': '-', '11/22(土)': '-', '11/23(日)': '-', '11/24(月)': '-', '11/25(火)': '-', '11/26(水)': '-', '11/27(木)': '-', '11/28(金)': '-', '11/29(土)': '-', '11/30(日)': '-', '12/1(月)': '-', '12/2(火)': '-', '12/3(水)': '-', '12/4(木)': '-', '12/5(金)': '-', '12/6(土)': '-', '12/7(日)': '-', '12/8(月)': '-', '12/9(火)': '-', '12/10(水)': '-', '12/11(木)': '-', '12/12(金)': '-', '12/13(土)': '-', '12/14(日)': '-', '12/15(月)': '-'}"
